Text,Actual HS,Predicted HS
amp kubu caci gak enak lontar goblok tolol dungu bego yailah udah budaya aje yakkkk,0,1
enakya klo pemimpindihargai mata dunia,0,0
mun rocky gerung komentar mah kieu isina tragedi tsb orang yg curi rupa bukti rezim tdk selesai miskin wkwkwk,0,0
jaewon maen hanbin raesung antek antek si lagu,0,0
hahahahacinta buta,0,0
ih banci selotipan,1,0
agama katolik nusantara budha nusantara hindu nusantara syiah nusantara beda syiah sungguh iranagar liberal syiah,0,0
edan koe,1,0
moga jokowi ulama sehat aamiin,0,0
blom yg tarik dlm hidup dlm tampil orang yg culun skalipun drama komedi amp tragedi,0,0
ohh si kunyuk,0,0
hadap cebong santai mbakkalo kt santai tp ngeselin bikin cebong emosi,1,1
koplak pasi nyeleneh rezim,0,0
lihat beda wibawa yg wibawa gubernur indonesia massya allah,0,0
agama kristen mati abad sapu bankir rentenir yahudi pendeta tuhan,1,0
mulut bisu hati cerita cerita rindu rindu,0,0
kendara tilang operasi patuh jaya motor juara langgar lalin,0,0
tong presiden hina,0,1
tibatiba batal putus sikap syahrir ubah cegah tokoh partai tionghoa teguh,0,0
cina emang udah kenal trik tipu daya mending usir suruh habitat asli,1,1
mantap om tofa kerjain aja dungu,1,1
anjir sih musisi asli kakean cocot,1,0
contactnya retweet yanbanyak banget kenal tante jilboob sangenini nama tante dea,0,0
ngiang kisah kisah milik gawai gawai mutakhir surat saksi bisu rindu tulis tangan balas balas langsung sebentar hati tenang jenak,0,0
yg keren,0,0
indosat eek,1,0
deokspatchnamigo tvnright nownnimdlenyg kbs gue lupa judulsma yg cina korea gtulucu pokok,0,0
mata krna sipit bilang kayak korea pas sma bilang salah member snsd,0,0
maaf orang udik,0,1
nun budek gimana,0,0
bingung euy profesor doktor bicara ga sing turun jokowi,1,1
ahok lantik gubernur anis anis ga pantes gubernur,1,1
benda bodo pegi beli makan kejap mati perang tau staurl,0,0
hadeh hadeh gembel larang masuk,0,0
kitab suci yg sesuai dgn agama yg anut isi kitab suci sdh genap blm dlm hidup skng,0,0
benyamin sueb nyanyi ngedumel musik rap,0,0
bubar kpk tanggung polri jaksa,1,1
bijak yg pro aseng le coba le buka investasi g to g indonesia rrc klausul tka nya,0,0
heboh anies temu erdogan warganet gubernur presiden plonga plongo ngobrolnya nyambung gak plonga plongo pimpin muslim ya komen warganet,0,1
presiden jongosslalu nunggu aba tuan cina nyaapalagi bantai muslim cina kafir,1,1
ngotot ngasih atribut nusantara islam atribut tohok jantung ide liberal syiah komunis,0,0
gubernur dki shalat jumat erdogan,0,0
cebong dongo kate lw pekoknemang kayak gitufitnah aja lw gedeinotak upgrade dikit napa,1,1
pejam tunggu tampar terima tampar buah suara asing orang lakilaki masuk buka,0,0
tki nnhaji uma terimakasi ketua aneuk nanggroe aceh kana malaysia warga aceh malaysia sumbang bantu proses pulang jenazahnnurl,0,0
anjirr cebong dungu belaga cool sok nasihatin,1,1
mah smgt kalo ngewe skrg udh males gue mah,0,0
ayo zul kritik,0,1
tolak bantu aseng asing,0,0
jaman suju gue ga ngeh tau org indonesia gimana korea dikit bilang kafir ykwim plastik abis insiden poll kemaren but kalo emg jalan alhamd,0,0
salah cebong,1,1
kayak eek era mas,1,0
suka nutup mata kaga tutup udah lihat tutup sipit,0,0
tuduh mui oplos mudah ban islam oplos lbh bahaya dpr proses hukum urus gafatar,1,1
tebang pilih pilih tebang bubar aja bentuk lembaga independent,1,1
kaab bin alasyraf salah tokoh yahudi yg benci terhdap dakwah nabi bgmana hafal alquran,0,0
partai sontoloyo,1,1
main pos ronda ngarepin temen ngobrol bocah maen mobel lejen bangsad,1,0
edan edan npokoknya ndan usir china china keparat gak tau malu,1,1
pilih cebong otak iq kolam,1,1
mbak kuntikuntinya tu lhoo,0,0
masyarakat provokasi isu sara yg main aktor jahat mari akal hati fikirkan akibat fatal isu sara nashobiyyah bela babi buta kelompokgolongan larang islam,0,0
iyup khawatirnnbukan trust yg hilang warga apatis trust warga yg tingkat warga percaya pemprovnnsaya khawatir pemprov dki kerja m,0,0
cebong udah girang pdhl kibulin najis lo bong mata lo pd picek,1,1
prlu bntuan dbwh memek mbk,0,0
ky tdk fungsi makan gaji buta habisin apbn hakim nakal rajalela bubar,1,1
media oposisi jokowi mundur negarawan,1,1
malen jempol gwa gel nge switch acc kampang on d yg aja nde,0,0
detikcom buruburu tolak wacana pilkada dprd milu,0,0
ga mtan nih ah cacad,0,0
masak eh ajak ngentot sial,0,0
geblek ngapa ngetag elu ya wkwkwk,1,0
warga baduy selesai tradisi seba pendopo pemkab lebak temu gubernur banten wahidin halim sabtu an,0,0
susup partai demokrat,1,0
udah gapaham lagideh otak,1,1
mabok kencing onta ya,1,1
kalo anies menang tahap lengser jokowi,1,1
bkn keren lgi nama gubernur indonesia presiden karang ja ga da bilang presiden indonesia presiden cebong bilang wkwkwkk,1,1
dasar kitab suci fiksi fakta oposisi brtopeng agama kitab suci fiksi alias kumpul cerita fiktif umat cerdas amp iman kitab suci adlh fakta rujuk pd ayat al quran bhw tdk k,0,1
susilo bambang yudhoyono presiden ri khofifah emil masyarakat no baguss,0,0
dekalarasi pilkada aman anti hoax warga panggreh jabon,0,0
khofifah rupa menteri prestasi kabinet kerja presiden jokowi baguss barisangussholah,0,0
mcm babi sial haaaa marah nii,0,0
mucikari psk ciduk buah wisma camat arut utaran,0,0
elo kafir banci yakk ya ampun sdh kafir banci sedih ya cong lo google deh kafir banci kayak lo,1,1
seru keika us biaya tarif produk china yg nila miliar usd publik parlemen us menyutujui liat china balas keteter indonesi,0,0
kebon sayur deli serdang amp kebun buah binjai kebun sayur football stadium sd katolik karya yosef evi layanto is ronaldo pardedes wife su pin is ronaldo pardedes wife the lie tju is ronaldo pardedes wife,0,0
asing paham nyata,0,0
pribumi iseng aparat sangarrrr puluhancina ras aparat alay jongos,1,1
rewatching khayal si dewa gembel adaptasi live action cocok yato watching noragami,0,0
saing copas budaya budaya sndri,0,0
peluk agama katolik islam kristen protestan hindu saudara ikat darah silsilah keluarga,0,0
diktator jokowi jongos organisasi jagal manusia nu ngatur siasat kampanye,1,1
mata picekbuktikn hoax buktikn km kgk mlorot otak,1,1
kutuk engkau,1,1
jembatan ambruk rugi milyaran nyawa masuk rugi ekonomi distribusi barang rugi bisnis transportasi efek ambruktowewew,0,0
sambungannyanasu nih bocah,1,1
ngentod,0,0
afgan sukses takluk bandung sides indonesia tour via,0,0
agama nya sih,0,0
pimpin tolol tular tolol,1,1
oh ranjem nama ampas gembus nama ampas fermentasi tempeoncom,0,1
akulturasi agama daerah niscaya kristen jawa yg jalan bareng tradisi jawa istilah kristen nusantara kristen adlh kristen islam adlh islam isl,0,0
kasih tau si ah cocot,1,1
doeloe kaum yahudi migrasi palestine bang mari kalo iyaa musti sabar nunggu,1,0
bijak barang kpd konsumen barang rusakcacat hitung tanggal beli hauzminiquiz hauzid ncc,0,0
bangga syukur perintah hasil ambil alih divestasi saham pt fi bangga syukur mafia tambang antek orde pululan komplot asing uras rampok k,0,0
irene ngewe kasar yuk gue kasih hadiah ulangtaun manjain memek nya sampe kelojot,0,0
cowo jago drasex ngentot adek luvian,0,0
cebong dongokkkk,1,1
bangkai om,0,0
informasi ledak kapal kapal yg berantas jaman rezim ledak kapal laku hukum cek lembaga hukum hitung ikan laut t,0,0
bbm listrik telur nmasih percaya rezim koplak,1,1
presiden kamprethaha,1,1
alhamdulillah moga dr zakir usia allah swt mudah dakwah negara nnumat hindu takut takut makna ragu percaya bayang,0,0
caloncalon dimarahin bos langsung resign cupu,1,1
tuju pks pki pki persis pks gaet golong akar rumput agama pks sbg partai komunis syariah,1,1
kaya jablay gta jemput pake mobil,1,0
playlist dygta kesepianwali jodialda biasatiti kamal jablay,0,0
ratus masyarakat adat baduy serah hasil panen seba serah bapa gede bupati lebak gubernur banten dw,0,0
keras suara kali zaman belanda masjid haram,0,0
setya novanto sangka alien kena blokir jokowi pecat jokowi tutup pintu istana jokowi,1,1
postingannya ciri khas bani kecoak otak sdh gak fungsi,1,1
bani kampret hewan kotor kecebong hewan habitat sawah,1,1
hshshshjsjs aiman bodo selfie dgn spanar,0,0
apresiasi kerja polri sigap cepat tuntas eh victor iwan bopeng nathan bebas aja kapolri kapolri kapolri kapolri,1,0
bajing,1,1
selamat minggu pki sdh tamat sdh hancur awas gera hti klompotan mahluk kaki larang muka bumi indonesia,1,1
pilih ahok drpd pilih iman tp koruptor dn munafik bodoh kau,1,1
jatuh timpa tangga alami ramli anwar pegawai pajak kena ott peras korban rp juta ramli pecat via,0,1
nyata makam tanah palestina tekan perselihan umat islam kristen karna islam mulia isa as krn nabi islam,0,1
cewek lo maho,1,1
suara bani kampret udah mati kenyang,1,1
bangsa negara berani kubur islam said negara kalah aksi teroris,1,1
faktafreepopemerintahan soeharto ganti rezim soekarno terima freepodengan tangan buka ayoindonesia indonesiakuasaifreepofreeport,0,0
masak imej tki diaspora lho,0,0
hahaha baris yg panik gerindrapd brkoalisi jd usaha pecah koalisi lwn jkwpanik ya bunyi ginianak sd bs jawabkalau sby rezim jkwtak sulit ahy jd cawapres jkwkebagian menterigak sindir dll,0,0
ambik course graphic design gaya pergi class budak fashionnnyaa setan budek nak pakai baju tidur pergi class hanatnye designer takda appearance noted thatnnmaju lu anjing,1,0
jokowi mundur gelar negarawan mustahil tahan lihat,1,1
mari cinta produk bantu produk saing pasar global moga yg menang gubernur sumut sumut bidang adang dll,0,0
busukjijik,0,1
klhk upaya perata ekonomi tora kawasan hutan hutan sosial,0,0
lucuk sipit hmmm,0,0
bom sekutu jatuh lin perang dunia ii bunuh satusatunya gajah kebun binatang lin,0,0
dmdi memekmaksudnya ndok,0,0
kau lemak tepu takleh transfer dah sbb cacat kekal bye,1,0
jancuk jancuk,0,1
kampang orang,1,1
susah harap partai dukung perintah krna sdh bukti dukung setia ahok si nista agama musuh umat islam,1,1
maksud jor joran pinjam ajaib rebut simpati rakyat yg bombardir media freepomilik indonesia isyu got sulit goreng transformasi jd rezim main teknologi got tin,0,0
fakta subprime mortgage yg dasar khawatir bi dampak sistemik tingkat sistem perban imbas ekonomi negara yunani,0,0
sembako sertifikat aja ambil alih joko kasih kerja lempar lg gubernur,0,1
arab koruptor potong tangan cina koruptor potong kepala indonesia koruptor potong tahan,1,1
era sby bangun papua hambalang tuh bangun pln mangkrak brp,1,1
jaman sby korupsi besarbesaran proyek mangkrak penak mbah kuwi,1,1
om jilatin memek nya nggak,0,0
jokowi diktator ramah antek cina blg lindung nkri hti dibubarin protes blg bantu rohingya bantu eh citra,1,1
golong halina kawin robi cs frustasi ngolongan beli mangga campur sirup barium radium gua lupa wkwkwngolongan balga intelngolongan ceri si gendut puber,0,0
cape sm org bolot,0,1
khofifah rupa srikandi nu duduk kursi gubernur jatim damping emil dardak wakil baguss khofifahemiljatimsatu,0,0
riah sambut pilpres pilkada ayo lupa sruput minum kopi indonesia ngopi duduk ngobrol bicara negeri raya minumkopiindonesia,0,0
ga mikir ya semakinhari salah rezim nnpiye iki,0,1
gentong kosong nyaring bunyi mbakterbuai dgn rayu yg nyanyi kadang buai dengar yg bloon buai,0,0
salah tulis dakwa nista agamacoba klo tulis baginda mulia ga masalahcuih,1,1
lo celeng,1,1
bang adi bilang niat ganti presiden lawan jokowi adu program,0,1
btw si ratu tiru afi hinayah udah undang jokowi istana posting tiru yes ntar ancam bunuh ya alloh,1,1
presiden trump askorut adakan bicara langsung tingkat,0,0
tka china sdh berani leceh bendera merah putih diam tka china mrk arogan krn kuat dukung rezim kuasa dg mudah tka china masuk nkri dijaj,1,1
iiih mak kunti datangg,0,0
orang hebat serah karir ngewe teman kunci buka telinga dengar yg keluh kesah,0,0
pergi kerja kerja banget sih bunyi nya nnkelas cancel kerja cancel,0,0
bocah smp jaman now colmek sampe becek nnbahancoli memek colmek colokmemek jembut memekbecek,0,0
udah banting gadget eeee shopeenya,1,0
karna ga program modal bacot doang,1,1
hb bajing go to hell erd u lil lil taknak mati dh tua menyusahkn org,1,0
islam indah kristen kasih hindu cinta budha damai agama hormat,0,0
tindak ekonomi usaha manusia landas pilih untung,0,0
capai presiden jokowi tinjau progres bangun bandara kertajati,0,0
budaya yahudi yahudi agama abraham yg murni tp iring jaman murni yg islam amp kristen dgn islam makan babi m,0,0
gatau kak noob,0,0
agama cacat hawa nafsu hr asysyihaab,0,0
seleb td laku kayak tai ga suka orang temen tipe pansos tetep nunggangin foto bareng ngobrol bareng klo ga nyambung skalipunnnberbeda fans yanpansos suka lo nunggangin arus pikir,1,0
kaisoo couple hangat bandara tanggal maret kemarin nggak kalah hunhan korea cina cina korea kai demen banget deketdeket do kaisoofact,0,0
orang indoneisia jabat tingggi nkri salam bahasa orang arab bahasa indonesia lbh rendah,1,0
kayak banci kaleng gatot gaduh gentleman mundur saing pilih presidens lawan jokowi,1,1
heboh tas sembako bantu presiden sedot apbn rp miliar bawaslu,0,0
bodo gangguin sayang gw lu,0,0
klo uda ku ambil hpnya jual bodo biar kapok ngeselin jg ga hatihati bgt km,0,0
ga sekolah ya lo pantesnmulutnya ga jaga kotorr kayansampah,1,0
uwoy bencong hahahaha,0,0
dasarkunyuk nih nyariduitmodal nipubangsat abu,1,1
mercun lagibunyi kuat sngt weiskrg adebunyi dh m mcm bom,0,0
gigih juang periode cerita rawan ya proyek masuk nama ya fee jd tdk dipungkiri andai rezim runtuh miskin juha bui,1,1
then last rumah rumah hindu patung rumah budha tokong rumah islam thats it point faham orang islam kau lihat amal,0,0
cari musuh dasar ana cebong kampret,1,1
ganti presiden gantiin siapanmental kacung mw ganti presiden kacung kacung cm kacung mw pimpin sm kacung,1,1
btw temanteman katolik kelas pranikah gitu gak,0,0
akrobat solidaritas laku lucu remahremah kuasa presiden jokowi gerus janjijanji kampanye,1,1
pimpin ngecopros nderomos jancuk deh,1,1
oh nyata sibuk promosi hoaxnkampret laahnini nomor daftar ganbiar ga ganti nomernterlalu sibuk promosi hoax,1,1
nnkemana pergi nnsuara dengar bisik dengar kopor tarik olah saksi bisu ketidakberdayaannya arah tuju,0,0
paham ga strategi picu overheating ekonomi inflas,0,0
guru desa sei kanan deklarasi anti hoax amp pilkada damai,0,0
burma budha teroris,1,1
liat org acara sosialisasi gk asing efek kerja,0,0
dpr gak revisi uu terorisme aja revisi uu kalimat kalimat ambigu tuju bagus gak salah paham inget salah paham rusak harmonisasi kewarganegaraan pecah,0,0
jilat kontol sampe tegang masukin memek,0,0
biar budaya asing rusak kebhinekaan salah bentuk budaya indonesia toleransi harga stophoax hoax,0,0
emng mas ga jgn kubu seberang tanggap nyata rg batas ngasih gambar betapa inkonsisten kaum amuk klo teman non muslim yg tuntut adil ats tindak hukum nista agama sy lb,0,0
allaahu yubaarik fiykum yaa syaykhunaa alfaadli arti lukman menteri republik indonesia,0,0
min jadwal kereta jakarta kotapondok cina jam makasih,0,0
prabowo mesti tanggung bangun sekolah bakar,1,1
bangke,1,0
bekas pabrik gula tjolomadoe karanganyar jawa ubah buah gedung cagar budaya gelar konser gedung,0,0
harga naikkonsumsi turun ideal lgiekonomi gak tumbuhhuuft,0,0
anak smp aja pacar nonton anak kuliah pacar laptop,0,0
ya cacat rupa ha ha ha,1,0
ajar cinta henti nabi muhammad bejad allah swt dungu biadab indonesia medeka,1,1
jokowi aja mundur biar ga jual bumn d,1,1
gua jijiq gua mandangnya orang awam gak suka kpop mikir org korea tuh homo lesbi pdhl tuh idol mah korea hidup tentram normal gua sih bbrp idol udh pacar wajar aja lawan je,0,0
rezim skrg blm selesei trus ambruk nancepin puing hutang negara hancur curhat,1,1
mantap usir kaun cina karawang,1,1
perintah ulama komentar aa gym,0,0
contoh lihat bayi yg lahir yg cacat yg lahir dlm x sempurna mcm bayi tu tanda allah zalim hamba allah yg x tau sabar dgn uji allah,0,0
sunat tuh titit jgn kalah anjing ahokhehehe,1,1
koruptor lindung kpk bubar bawa negara perintah nya koruptor,1,1
prediksi jatuh warga china tsb,1,0
bangkai tikus maksud lis wkwk,0,0
mu melayu yahudi kak hahah,0,0
hoax lbp rupiah lemah gak gak pengaruh apaapa ekonomi sampe bikin rugi bumn pokok jokowi presiden rupiah lemah indonesia amanaman ajan,0,1
cocot diem aja lu komplot tkng ngalus ama pelakor aja lu dukung,1,1
haha sempit banget pikir bang kampet cebong doang kasi,1,1
pdi komunis ya,1,1
bilang jokowi kacung guaitu jujur sekalitapi ebonger diam bisu tuli,1,0
bayk doktrin tagar ide pks nwalau didik sontoloyonketololan kalah,1,1
bubar kpk lihat jejak rekam hadap kuasa kpk mandul,1,1
uang dpt bank asingartinya,0,0
cerita orang cowok tinggal china cerita pesan,0,0
iya pinter males sih ladenin orang bodoh kaya situ hahaha tau hahahaha fans juve gak ngerti tim fans apaaaaa,1,0
gpp biar aja hancur rezim,1,1
alumni sekte togel kena ganggu jiwa karma,1,0
rilis survei elektabilitas calon walikota calon wakil walikota pilkada kota bogor jam wib hotel royal padjajaran ruang padjajaran lantai jl padjajaran no kota bogor rilischarta pilkadako,0,0
bajing inter tim top hebat lazio sampah,1,1
muslim teriak sakit hati allah swt dungu biadab,1,1
kecoak belatung gak paham ambil bijak enak jidat,0,1
wkwkwk trigger jg bani onta,1,1
indonesia jakarta,0,1
hai goblok kabar kmrn admin blg turki bayi lahir beban utang lbh parah dr indo kasi tau ya solvability utang lbh dr ratus negara lo kuliah eko,1,1
mas baca aqidah baca komentar tweet gus non muslim komentar kristen nusantara hindu nusantara mas moga memb,0,0
belomm susah banget cari minat budaya indo korsel gilir nemu sumber ga akurat gimana,0,0
proyek tambang emas perak yg asai asing,0,0
ibukota jakarta byar pet woooui kunyuk listrik naek mutu ambrol,1,0
allah hu barbar dungu biadab bang fahri muslim hidup kafir pakai internet,1,1
katolik nusantara,0,0
lae ferdinand cocok jokowi lengser trotoarjgn jalannanti seruduk lho,1,1
ya ngerasain layan usaha digital indonesia kacrutnndunia it kembang pesat loh pelihara gak beres rugiin customer,1,0
wajib dengar,0,0
nyanyi bareng yuk,0,0
status dukung gera mati lilin ahok gubernur akun facebook dihack,1,1
sipit ah,0,0
su pin siswi sd katolik karya yosef kelas istri ronaldo pardede sah,0,0
ngajak orang pinter pintar jokowi goblok,1,1
air mulut doa orangorang kafir siasia belakannqs arrad ayat,0,0
ken bilang jancuk,0,0
anies congor aja gede realisasi gak janji korupsi dosen aja bangsat,1,1
beda banget adinnkalo adi mahnntuh kak liat bilang brengseknnyha,1,0
yg job freelance ngajar privat sesuai passion sallary kerja orang asing kerja jam siang sampe jam malem nthats way kenapaaa nolak daftar tu pas sepi j,0,0
bangke hajar,1,0
profilnnnama lengkap elizabeth bennett nnmarga kangnnnama panggil bebe liza eelnntempat tanggal lahir jakarta januari kristen,0,0
mafia kelas kakap join maho,0,0
benerin sinyal cuk udah minggu sinyal kaya bangke busuk,1,1
debat spt hindar sejarah gereja catat pecah gereja konsili yerusalem tradisi yahudi rupa ajar kristiani,0,0
wkwkwkwkwkkwkwkw geblek bgt,1,0
nama baek nnucapan putus iring kerjap mata asa antuk gigit bibir ragu gapai gelas minum wine tinggal m,0,0
amp langgar atur uu lu pade mingkem kek bangkennbegitu amp,1,1
siaaap jokowisayangipapua,0,1
ajak ulama sejuk suasana jelang pilkada serentak,0,0
raisa de freepojatuh ketang asing jahh,1,0
diskusi ttg islam nusantara tarik berani komment prof kes dg komment budisepang anut kristen jawa syallom,0,0
orang saksi anjing babi tolol,1,1
peristiwa mei refleksi puncak marah rakyat rezim militeristik presiden militeristik sdh bukti indonesia bangkrut,1,0
allah swt bohong dungu biadab penuh janji allah janji harta rampas,1,1
ooooh maksud bom takjil kerja nyeleneh,0,0
sya jadicuriga uang biaya kampanye pilpres budiono jdi wapres mugkin sekenario mantan presiden wakil gk kena hukim alias kebal hukum,1,0
khofifah rupa menteri prestasi kabinet kerja presiden jokowi baguss,0,0
ya kapir suka gak ngurusin urus wkkwkw,1,0
kemarin ahok nyebut bangsatemang orang yg laku ngisep darah rakyatnnsekarang yg goblogditanya orang aja,0,0
iya win kayak raja kayak komunis gt gasih wkwk,0,0
masuk gengsi munafik ga pdhl misi ny gengsi bilang paksa ahok jarot,0,1
wkwkwkkw geblek,0,0
ya gak hakim bahasa sok ajar bahasa asing ga padan super pas bahasa,0,0
sayang yg blom nblom yg gantiin pakde jokowinojo edan lho jon rsj bak wisan,0,0
mampus lo yo dimarahinn hyung cm wkwkwkkw,1,1
kader bakar sekolah,1,0
lidah buaya lidah mertua gelombang cintannya tanam hias sarana curhat favorit botanist trubus mania,0,0
gin dah ya gue jelasinnnkan kalo kasih dare ganti ava pict banci ya lu dah ts banci nya elah,0,0
hamster makan hiduphidup bayi cacat anehdidunia,0,0
mlempemm maaf tenggorok kering,0,0
cowok usaha lacak perhatiangue loe lantas remeh perhatianyang kasih khusus elo basic elo cowok bego,1,1
pertamina jual phk tka asing dg visa turis,0,0
warga baduy selesai tradisi seba pendopo pemkab lebak temu gubernur banten wahidin halim sabtu,0,0
maaf ama bang mah kaga salah haha insyaallah niya bang orang hina tp klo udh nyangkut ulama mah udh gak d bela orang hina kaya s,0,0
arah bawa pilkada dki ya kang ko bahaya laten ya pilkada bikin kayak gitu,0,0
udah dungu bagak sok pintertp aja dungu nya keliatanwkwkwkwkwk,1,1
islam hina layak menag gafatar layak masyarakat,1,1
juni dir imf rilis lapor yg nyata gagal bijak austerity yunani percaya pasar tdk pulih sistem perban hilang simpan amp dampak resesi lbh dlm lg dg angka anggur roket sblmnya argentina jg gagal,0,0
ulatulat bangkai mati api padam orang garam api mrk,0,1
buru merpati eh somin nuna sipit tarik hati eaak,0,0
apasih univ ngedown mulu ccd bgt kesel gwe,1,0
ltdownload ngentot toilet sekolah bispak porn bokep,0,0
orang catat jurnal teliti agama sosial budaya kena nabinabiafrika bawa jurnal bum jalan teliti orang anggap seb,0,0
ya allah ni pres mesti dg seragam tni culun gak,1,1
bangkit ekonomi umat fiksi realita fakta tumbuh ekonomi nusa tenggara barat ntb minus amanah amp wenang sbg gubernur manfaat revolusi daerah gantung eksploitasi sda,0,0
baca deh qs al maidah quran kitab suci trakhir dr smua suci prnh allah trunknyang mna al quran mnjdi kiblat suci sblumnyajdi scara logika rg sdh nista agama islam,1,1
mampus lu ganti,1,1
pasang calon gubernur wakil gubernur pilih debat buka pilgub jateng malam,0,0
mas joko br th laku sdh otoritergmn th bs hbs rakyat sperti rezim sadam khadafi as sisimk nya hrs diingatin bro,1,0
indeks bangun manusia indonesia,0,0
emng tolol si cal laki,1,1
iya pake kendara aja jablay,1,0
mabuk onta arab bro,0,1
iya emang lu burik wkwkg,1,1
ahok dah sah sbg sang napi nista agama gk lg kisah sbg,1,1
cari sahabat cacat sahabat,0,0
pidex yg suka bash tipu lelang acc hidup kek jijik jual apps eh yg jual apps v mending lu jilat telapak kaki gue aja dex,0,0
pulau komodo mah lo gabisa main pantai ketemu komodobuaya renang,0,0
anak cocot ya,1,1
bangsat keselek kentang wkwkwkwkw tolol lendir memek anjing,1,1
smp da bom,0,0
kau bbual sompret,0,1
kpk panggil deret mantan anggota dpr kait ektp,0,0
ya allah lindung kepadamua goda setan yg kutuk,0,0
untung ga dongog,0,1
gubernurzamannow keanekaragaman budaya suku agama sungguh kaya djarot hadap rakercabsu,0,0
ari sarua bek mah repeh,0,0
asw emang sesat lo,1,1
banding foto jangn kek gni siiichhh aj trauma kejar,0,0
cinta budaya sob,0,0
anggota dpr sdh tudak malu korupsi tp tdk ganggu,1,1
maaf nya gila hormat tolong yg line nya muda bicara sopan,0,0
pdhl kebaya lestari budaya salah biar ga corat coret,0,0
bangke nemu aja orangorang bikin ngakak twitter,0,0
ni sheikh nk abaq sikit tuan guru had naib presiden ulama dunia,0,0
hoax identik jokowi esemka ekonomi roket masuk klaim hasil sby infovalid,1,1
wkwkwkwkwkwkk bayang monyet kera,0,0
cwe cakep tp begopantes gk lakusi ahok cina bau taimakan bubur encerahok faham komunismenista islam kristen,1,1
selamat sore min mohon bantu dg transaksi dg no transaksi bahwasa barang yg kirim jual rusakcacat jual merespon dlm diskusi mohon utk tanggap cepat ya butuh barang cepat,0,0
emang dasar kecoa goblog ngambil uang simpan bank kelola bank izin nabung koq bilang maling,1,1
temanmakanteman uji tdk tp pas tdk budek panggil reuniz,0,0
usut sandiaga korupsi anies pamer buku jerman batal angkat aniessandi,1,1
presiden tuduh rezim anti islam negeri bnyak umat,1,1
wkwkwk bangke yg jendela,0,0
ym masuk lingkar istana rezim musibah umat islam nyata penghianat urus dunia,0,1
reformasi nyata orang susah temu demokrasi sejahtera lupa ide hubung sistem sistem ekonomi pasar bebas heran cari titik temu negara pasar,0,0
yg bilang kaum nabi luth dgn nusantara arti jg tuduh org nusantara nu gay lesbi udah males ngikutin bro gk respect lg nyata gk beda dgn golong radikal,0,0
dah segitu ya bentar utang sby njiiieng,1,1
emang bangke,1,1
ihsg buka kuat level,0,0
klo utk uu yg cepat selesai yg maklum isi utk wakil rakyat yg tdk wakil rakyat,0,0
bencong teriak bencong,1,1
so far tantang nya sih ya musti sehat ya bolak ngurus dokumen terprepare matang alam gimana seru tki kek gue susah payah antri macet dll,0,0
lohhh yg dilakuin oppa oppa koriya yg bilang oppa koriya banci banci militer,0,0
ngabalin logika runtut diksi intonasi lantang data kacrut,0,1
sayah mah orang bodo agama gak kaya kleaan yg sayah ajar biar gak orang yg rugi,0,0
me as kunti,0,0
eh kunyuk,0,0
menang kalah tanding buah keniscayaannnbukan dar menang diharapkannntapi usaha,0,0
rumus luas muka limas perjaka duda org ngira sir fi pas masuk dfa first chingu dfa cecyl cantik banget alas masuk akademi duluan telor ayam kim,0,0
cebong kasih fakta bilang dusta cebong kasih dusta bilang realita cebongers emang bikin,1,1
praktisi ekonomi salah putra indonesia andal lihat tanding tara beliau bidang ekonomi nasional kalo profesional beliau gagal abdi kendala partai sistem pol,0,0
pilih bunga bangkai karang bunga hahaha,0,0
katekismus gereja katolik ajar tubuh bait allahnnnamun perihal dosa tato miras relatif tradisi etnis tertentunnbisa dosa landas niat destruktif,0,0
protestan dr amerika katolik dr roma yg bs krn tau tdk,0,0
gak tuntasnselama mental jabat malingwakil rakyat hianataparat keparatsemua birokrasi departemen doyan maksiatnbahkan doyan nusuk pantatnfacupfinal,1,1
hehehe emang kampang fandom,0,1
mniadi aktivis unt mngkritisi bijak mngkoreksi langkah rezim yg pas keliru speti protes,0,0
jokowi ahok tunda siapsiap penjara ya,1,1
lihat laku trio cebong brengsek ketemu twip,0,1
moga ketemu presiden istanakepresidenan bogor,0,0
nggak ken imam,0,0
allah swt batas dungu biadab batas negasi,1,1
bijak perintah pikir umat islam indikator pilih presiden jokowi salah muslim berperngaruh dunia lantar terima kalang muslim tokohmuslimberpengaruh,0,0
duh lu goblok ya si nur sugik ngmg acara ahok dlm acara emang ahok ngmg ngentad ngentod ngasik ahok gelar a,1,1
angkat sesal orangorang indo pilih jokowi gitu,1,1
teteeeppp ujung nyalahin pemerintahckckckckpdhl nyangkutnya dpr cb klo gk bnyak msyarakat yg teriak jg adem ayem,0,0
buruburu deklarasi prabowo serap aspirasi ulama habaib,0,1
autis gigi gingsul pwj,0,0
gak sensitif nih mesti pake bom sih orang ngiranya takjil bom gimana bumerang,0,0
asing tl,0,0
browh wewenang dpr utk bentuk pansus ato ambil action donk cocot aja twitter,1,1
tolak lupa usung abraham samad pdip via kader nama trimedya panjaitan kpk tim sukses jokowi,1,1
cma yayasan kampus yg bangun dasar asas agama katolik kristen tpi nerima murid yg agama aja hehe,0,0
salah iblis betina lg gentayangannduku calon legislatif gagalnsi tipu ijasah palsunskg tlh,1,0
sipit ga ketawa aja udah sipit,0,0
hayguyskita lihat yo pasu nasi bungkus yo buktikankalian bs buuktikan jg lupa gass pool lg nyasip,1,0
